384083915054637,0.168873
87132269610,0.618047
140527215974390,0.157279
288878190479,0.262927
19837411429,0.305300
489762474515917,0.260533
5281959998,5.142609
253525657994015,0.158783
21225821518,0.172854
115735125296,0.179197
23797290954,0.337716
170742256289684,0.506051
218633951491674,0.156300
83382335920,0.295450
114779199447,0.203634
104480109610941,1.360207
9840307932,1.240173
99117529728,0.158783
182401020492,0.154803
153080620724,0.941142
262320353852,0.160183
104348599596588,0.157279
365695996871354,0.162137
195137883833503,0.169993
70364902383,0.217552
134280292253,0.183625
48713703067,0.687156
151708921528018,0.328977
141657192616725,0.281949
34493428248,0.524172
109281389102062,0.354042
107440962619308,0.158783
50497990122,0.306825
128741794246,0.799547
461491037363368,0.154803
40605971876,1.296558
24168118060,1.268253
104510272947433,0.321896
30334905062,0.204360
50615137915,0.154803
85749864263,0.175306
124842316864,0.545122
101226259931350,0.162137
417599541685950,0.168873
102228999825225,0.157279
142194228948,0.194972
154411984615983,0.190151
86671102695,0.233660
57457855612,0.323640
148708091956717,0.424331
167241196654090,0.162137
26815555478,1.304769
97083907831,0.210523
130389563823785,0.498750
135454913165983,0.157279
48958576760,0.220967
165843606834528,0.171304
26474920848,0.261855
172450632322,0.326313
6797246895,0.980349
105218496189083,0.443274
70376841684,0.160183
94087787832,0.254133
61876535793,0.584287
72934663085,0.195561
6092929747,1.620326
181747045176585,0.409361
203129876394722,0.694407
400613820057553,0.154803
109215622029,0.291790
488764764520408,0.254722
274664682569912,0.176277
116647420032,0.182416
548949471843796,0.346414
253591661347566,2.518647
16801589212,1.458661
175224749289031,0.154803
37873197144,0.550747
348494641841991,0.178327
145745888819947,0.214816
106275026078035,0.194684
171165856251649,0.158652
151777835663,0.357101
152976388115795,1.537888
68989932198,0.625741
184494718313537,0.598641
590875894316015,0.169665
299568830617,0.279681
289192763550,0.466594
53363718706,0.227866
201553549908102,0.300981
49600122321,1.434259
5834919267,0.232080
166686830496,0.154803
10873187457,0.201351
334663169898231,0.181277
282485638586304,0.224931
32864016288,1.012762
